id_incidente,distrito,tipo_delito,hora,dia_semana,latitud,longitud,iluminacion,reportes_previos_zona,cerca_universidad,cerca_paradero,horario_estudiantil,victima_joven,nivel_riesgo
INC-0242,Rímac,Robo de celular,9,Viernes,-12.020491,-77.03655,Buena,2,1,1,1,1,Bajo
INC-0243,Breña,Robo de laptop,20,Jueves,-12.069556,-77.05951,Regular,8,1,0,1,1,Medio
INC-0244,Jesús María,Robo al paso,5,Viernes,-12.070382,-77.051777,Buena,5,1,1,0,1,Medio
INC-0245,La Victoria,Robo de celular,6,Viernes,-12.062071,-77.014888,Deficiente,1,0,1,0,0,Medio
INC-0246,Cercado de Lima,Acoso en transporte,16,Jueves,-12.047654,-77.039599,Regular,0,0,0,0,1,Medio
INC-0247,Breña,Robo de celular,17,Viernes,-12.063822,-77.049192,Regular,2,1,0,1,0,Bajo
INC-0248,La Victoria,Robo al paso,22,Martes,-12.054991,-77.017131,Deficiente,5,0,0,0,0,Alto
INC-0249,Breña,Hurto,6,Viernes,-12.051563,-77.06212,Buena,4,0,1,0,0,Bajo
INC-0250,Cercado de Lima,Robo al paso,22,Miércoles,-12.039379,-77.041994,Deficiente,3,0,1,0,1,Alto
INC-0251,Cercado de Lima,Robo al paso,18,Jueves,-12.044752,-77.035138,Regular,4,0,1,1,1,Medio
INC-0252,La Victoria,Hurto,21,Viernes,-12.066401,-77.0121,Deficiente,2,0,1,0,0,Alto
INC-0253,Rímac,Robo al paso,11,Jueves,-12.032753,-77.028523,Regular,3,0,1,0,1,Bajo
INC-0254,Cercado de Lima,Hurto,19,Sábado,-12.036861,-77.039356,Regular,5,1,0,1,1,Alto
INC-0255,Cercado de Lima,Acoso en transporte,23,Miércoles,-12.053449,-77.044506,Regular,3,1,0,0,1,Medio
INC-0256,Cercado de Lima,Robo de laptop,10,Viernes,-12.05332,-77.052924,Buena,6,1,1,0,1,Medio
INC-0257,Jesús María,Robo al paso,21,Miércoles,-12.063057,-77.0544,Regular,3,1,1,0,0,Medio
INC-0258,La Victoria,Robo de celular,20,Jueves,-12.065656,-77.02335,Deficiente,2,0,1,1,0,Alto
INC-0259,Cercado de Lima,Extorsión,23,Lunes,-12.044497,-77.029171,Deficiente,6,1,0,0,1,Alto
INC-0260,La Victoria,Robo de laptop,20,Viernes,-12.058125,-77.0191,Deficiente,2,1,0,1,1,Alto
INC-0261,La Victoria,Hurto,18,Sábado,-12.069937,-77.026356,Regular,4,1,1,1,0,Medio
INC-0262,Breña,Acoso en transporte,17,Miércoles,-12.058289,-77.046839,Regular,3,0,1,1,0,Bajo
INC-0263,La Victoria,Robo al paso,20,Martes,-12.07123,-77.021703,Regular,2,0,0,1,0,Medio
INC-0264,Cercado de Lima,Robo de laptop,7,Lunes,-12.036226,-77.031416,Deficiente,3,0,0,1,1,Medio
INC-0265,Breña,Robo al paso,20,Lunes,-12.053674,-77.050848,Buena,6,0,1,1,1,Medio
INC-0266,Cercado de Lima,Hurto,20,Miércoles,-12.062245,-77.044741,Buena,2,1,1,1,1,Medio
INC-0267,Cercado de Lima,Robo de celular,8,Jueves,-12.040159,-77.037907,Buena,5,1,0,1,1,Bajo
INC-0268,La Victoria,Amenazas,7,Viernes,-12.059075,-77.023861,Regular,5,0,1,1,1,Medio
INC-0269,La Victoria,Robo de laptop,21,Miércoles,-12.07137,-77.022091,Regular,5,0,1,0,1,Alto
INC-0270,Cercado de Lima,Acoso en transporte,6,Miércoles,-12.044415,-77.034094,Buena,6,0,1,0,0,Medio
INC-0271,La Victoria,Robo al paso,5,Viernes,-12.066594,-77.018215,Deficiente,2,1,1,0,1,Alto
INC-0272,La Victoria,Robo a vivienda,7,Lunes,-12.065026,-77.012154,Deficiente,6,0,0,1,1,Medio
INC-0273,Cercado de Lima,Robo de laptop,21,Lunes,-12.053737,-77.051735,Buena,2,1,1,0,1,Medio
INC-0274,Lince,Robo al paso,8,Sábado,-12.075078,-77.045277,Regular,6,0,1,1,1,Medio
INC-0275,Cercado de Lima,Robo al paso,23,Martes,-12.046396,-77.038049,Regular,5,1,1,0,1,Alto
INC-0276,Jesús María,Robo de celular,9,Viernes,-12.070713,-77.039665,Buena,5,0,0,1,1,Bajo
INC-0277,Rímac,Robo a vivienda,19,Sábado,-12.027299,-77.038749,Buena,2,0,1,1,0,Medio
INC-0278,Cercado de Lima,Robo a vivienda,18,Viernes,-12.043731,-77.047754,Deficiente,5,0,1,1,0,Medio
INC-0279,Cercado de Lima,Extorsión,20,Sábado,-12.041747,-77.043653,Deficiente,4,1,0,1,1,Alto
INC-0280,Breña,Robo de celular,21,Miércoles,-12.056567,-77.052305,Regular,5,1,1,0,1,Medio
INC-0281,Rímac,Hurto,22,Viernes,-12.030791,-77.031026,Deficiente,4,0,1,0,1,Medio
INC-0282,Rímac,Robo de celular,6,Lunes,-12.026356,-77.029463,Regular,5,0,0,0,0,Bajo
INC-0283,Cercado de Lima,Robo al paso,17,Miércoles,-12.035925,-77.046532,Deficiente,5,0,1,1,0,Medio
INC-0284,La Victoria,Extorsión,19,Lunes,-12.068623,-77.026688,Buena,0,1,1,1,1,Medio
INC-0285,Cercado de Lima,Robo al paso,8,Miércoles,-12.045392,-77.042597,Regular,4,1,0,1,1,Medio
INC-0286,Cercado de Lima,Robo al paso,16,Sábado,-12.050554,-77.054614,Regular,3,1,1,0,0,Medio
INC-0287,La Victoria,Amenazas,21,Domingo,-12.076154,-77.024452,Buena,5,0,0,0,1,Medio
INC-0288,Cercado de Lima,Robo al paso,20,Martes,-12.057387,-77.050171,Deficiente,3,1,0,1,1,Alto
INC-0289,Cercado de Lima,Robo de celular,7,Viernes,-12.044668,-77.041714,Buena,5,0,1,1,0,Medio
INC-0290,Lince,Acoso en transporte,23,Martes,-12.09486,-77.042495,Regular,4,0,1,0,0,Medio
INC-0291,Rímac,Hurto,6,Miércoles,-12.028314,-77.032721,Buena,3,0,0,0,0,Bajo
INC-0292,Cercado de Lima,Acoso en transporte,7,Domingo,-12.038511,-77.046193,Regular,2,1,1,1,1,Medio
INC-0293,Breña,Acoso en transporte,6,Viernes,-12.065248,-77.056121,Regular,3,0,0,0,0,Bajo
INC-0294,Breña,Hurto,17,Sábado,-12.0595,-77.058899,Deficiente,2,0,1,1,1,Medio
INC-0295,Breña,Robo de celular,5,Miércoles,-12.055052,-77.053517,Deficiente,0,0,0,0,1,Medio
INC-0296,Lince,Robo al paso,20,Martes,-12.086983,-77.026478,Deficiente,3,1,0,1,1,Medio
INC-0297,Rímac,Robo de celular,22,Sábado,-12.019843,-77.038896,Deficiente,6,1,1,0,0,Alto
INC-0298,Rímac,Robo de celular,18,Sábado,-12.021738,-77.033032,Deficiente,5,0,1,1,1,Medio
INC-0299,Rímac,Robo de celular,22,Jueves,-12.033321,-77.033626,Deficiente,6,1,1,0,0,Medio
INC-0300,Cercado de Lima,Robo de celular,6,Martes,-12.040638,-77.040025,Regular,7,1,0,0,0,Medio
INC-0301,Cercado de Lima,Robo de celular,17,Jueves,-12.037367,-77.045273,Deficiente,3,0,0,1,0,Medio
INC-0302,La Victoria,Hurto,9,Martes,-12.066958,-77.020037,Regular,8,1,0,1,1,Medio
INC-0303,La Victoria,Robo de laptop,20,Jueves,-12.073014,-77.018138,Regular,5,0,1,1,1,Alto
INC-0304,Rímac,Robo al paso,8,Miércoles,-12.033462,-77.018105,Buena,7,0,0,1,0,Bajo
INC-0305,Cercado de Lima,Robo de laptop,19,Domingo,-12.046587,-77.028455,Buena,2,0,1,1,1,Medio
INC-0306,Cercado de Lima,Robo de laptop,21,Lunes,-12.05231,-77.041608,Buena,2,0,1,0,0,Medio
INC-0307,Cercado de Lima,Robo de celular,11,Jueves,-12.054942,-77.050212,Buena,6,1,0,0,1,Bajo
INC-0308,La Victoria,Robo de celular,18,Martes,-12.063298,-77.019929,Buena,5,1,1,1,1,Medio
INC-0309,Cercado de Lima,Robo al paso,23,Lunes,-12.056197,-77.040038,Regular,5,1,1,0,1,Alto
INC-0310,Cercado de Lima,Robo al paso,21,Viernes,-12.053535,-77.036476,Buena,4,0,1,0,1,Alto
INC-0311,Jesús María,Robo al paso,8,Miércoles,-12.078089,-77.051582,Buena,4,1,0,1,0,Bajo
INC-0312,Cercado de Lima,Extorsión,21,Domingo,-12.052992,-77.034277,Deficiente,5,1,1,0,1,Alto
INC-0313,La Victoria,Robo al paso,20,Miércoles,-12.069359,-77.019802,Deficiente,4,0,1,1,1,Alto
INC-0314,Cercado de Lima,Robo al paso,18,Martes,-12.05335,-77.052889,Buena,5,1,1,1,1,Medio
INC-0315,Cercado de Lima,Hurto,20,Domingo,-12.048729,-77.0424,Deficiente,8,0,1,1,1,Alto
INC-0316,Cercado de Lima,Robo de laptop,13,Sábado,-12.043241,-77.045664,Regular,3,0,1,0,1,Medio
INC-0317,Cercado de Lima,Robo al paso,7,Martes,-12.037351,-77.045705,Deficiente,5,1,1,1,1,Alto
INC-0318,Cercado de Lima,Hurto,6,Martes,-12.049273,-77.040643,Regular,2,1,0,0,0,Bajo
INC-0319,Lince,Robo de celular,14,Sábado,-12.091875,-77.038237,Regular,6,1,0,0,1,Bajo
INC-0320,La Victoria,Amenazas,9,Jueves,-12.063436,-77.035728,Buena,2,1,1,1,1,Medio
INC-0321,La Victoria,Robo a vivienda,8,Lunes,-12.06305,-77.020635,Regular,6,1,1,1,1,Medio
INC-0322,Breña,Robo al paso,15,Viernes,-12.056941,-77.050249,Regular,4,0,1,0,0,Medio
INC-0323,Rímac,Robo de laptop,17,Martes,-12.024708,-77.040002,Buena,6,1,1,1,1,Medio
INC-0324,Breña,Robo de celular,8,Miércoles,-12.052614,-77.052021,Buena,7,0,1,1,1,Bajo
INC-0325,Rímac,Robo al paso,5,Miércoles,-12.036226,-77.041831,Buena,6,1,1,0,1,Medio
INC-0326,Cercado de Lima,Hurto,7,Jueves,-12.051346,-77.0387,Deficiente,2,0,0,1,0,Medio
INC-0327,Cercado de Lima,Robo al paso,19,Lunes,-12.033286,-77.048708,Buena,4,1,1,1,0,Alto
INC-0328,Cercado de Lima,Robo al paso,17,Martes,-12.037202,-77.042604,Deficiente,4,1,0,1,1,Medio
INC-0329,Cercado de Lima,Hurto,22,Martes,-12.049935,-77.032603,Regular,5,1,1,0,1,Medio
INC-0330,La Victoria,Robo de celular,17,Sábado,-12.05471,-77.012449,Regular,1,0,0,1,1,Medio
INC-0331,La Victoria,Robo de celular,6,Domingo,-12.067048,-77.016175,Buena,6,1,1,0,1,Medio
INC-0332,Cercado de Lima,Hurto,9,Miércoles,-12.044023,-77.05365,Buena,3,0,1,1,1,Bajo
INC-0333,La Victoria,Robo al paso,21,Viernes,-12.065343,-77.021037,Regular,6,1,0,0,0,Alto
INC-0334,Cercado de Lima,Robo al paso,19,Lunes,-12.03992,-77.037143,Deficiente,6,1,1,1,0,Alto
INC-0335,La Victoria,Robo al paso,19,Miércoles,-12.061143,-77.019226,Regular,4,1,0,1,1,Alto
INC-0336,La Victoria,Hurto,19,Viernes,-12.071804,-77.025397,Buena,2,1,1,1,1,Alto
INC-0337,La Victoria,Robo al paso,19,Miércoles,-12.062225,-77.016735,Buena,4,1,1,1,1,Alto
INC-0338,La Victoria,Robo al paso,17,Jueves,-12.06937,-77.021585,Buena,3,0,1,1,0,Medio
INC-0339,Cercado de Lima,Robo de celular,19,Jueves,-12.038008,-77.037741,Buena,2,1,1,1,0,Medio
INC-0340,Breña,Robo al paso,9,Sábado,-12.047397,-77.042841,Deficiente,5,1,0,1,0,Medio
INC-0341,Cercado de Lima,Robo de laptop,6,Martes,-12.04308,-77.037616,Buena,4,1,0,0,1,Bajo
INC-0342,Breña,Hurto,20,Martes,-12.071618,-77.057465,Deficiente,3,0,1,1,1,Medio
INC-0343,Lince,Robo al paso,20,Domingo,-12.085965,-77.043522,Buena,2,0,1,1,0,Medio
INC-0344,Cercado de Lima,Robo al paso,23,Martes,-12.03832,-77.050367,Regular,4,0,1,0,0,Alto
INC-0345,Rímac,Amenazas,9,Domingo,-12.021701,-77.025245,Buena,6,1,1,1,0,Bajo
INC-0346,Cercado de Lima,Robo a vivienda,19,Martes,-12.047165,-77.044226,Deficiente,4,0,1,1,1,Alto
INC-0347,Rímac,Robo al paso,23,Lunes,-12.038547,-77.024949,Deficiente,5,1,0,0,0,Medio
INC-0348,Jesús María,Robo al paso,7,Lunes,-12.069046,-77.052907,Regular,4,0,1,1,0,Bajo
INC-0349,Cercado de Lima,Robo al paso,8,Domingo,-12.052307,-77.035432,Regular,5,0,1,1,0,Medio
INC-0350,La Victoria,Acoso en transporte,18,Viernes,-12.060841,-77.017228,Regular,4,0,1,1,1,Medio
INC-0351,Cercado de Lima,Acoso en transporte,16,Domingo,-12.046265,-77.034148,Buena,0,0,1,0,1,Medio
INC-0352,La Victoria,Robo al paso,17,Viernes,-12.056396,-77.021069,Buena,4,1,1,1,1,Medio
INC-0353,Rímac,Hurto,15,Viernes,-12.029255,-77.041804,Regular,6,0,0,0,0,Bajo
INC-0354,Cercado de Lima,Extorsión,13,Viernes,-12.05285,-77.042053,Regular,4,0,1,0,0,Medio
INC-0355,Breña,Robo de celular,16,Jueves,-12.052855,-77.047418,Buena,5,0,0,0,0,Bajo
INC-0356,La Victoria,Acoso en transporte,18,Martes,-12.071177,-77.0243,Regular,1,1,1,1,1,Medio
INC-0357,Cercado de Lima,Robo al paso,20,Lunes,-12.044775,-77.039739,Buena,5,1,1,1,1,Alto
INC-0358,La Victoria,Robo a vivienda,23,Lunes,-12.07005,-77.015045,Deficiente,3,0,1,0,0,Alto
INC-0359,Breña,Robo al paso,21,Domingo,-12.060241,-77.044257,Buena,3,1,1,0,0,Medio
INC-0360,La Victoria,Robo al paso,22,Martes,-12.064654,-77.012853,Buena,4,1,1,0,0,Medio
INC-0361,La Victoria,Robo de celular,21,Jueves,-12.072917,-77.019591,Deficiente,2,0,1,0,1,Alto
INC-0362,Breña,Robo al paso,19,Miércoles,-12.062593,-77.045969,Regular,4,1,0,1,1,Medio
INC-0363,Cercado de Lima,Hurto,21,Sábado,-12.052249,-77.042663,Deficiente,6,1,1,0,1,Alto
INC-0364,La Victoria,Robo de laptop,9,Viernes,-12.078942,-77.019622,Buena,3,0,0,1,1,Medio
INC-0365,Cercado de Lima,Robo de laptop,17,Domingo,-12.058664,-77.051173,Buena,4,0,1,1,1,Medio
INC-0366,La Victoria,Robo al paso,19,Lunes,-12.068531,-77.016111,Deficiente,4,0,1,1,1,Alto
INC-0367,Cercado de Lima,Extorsión,22,Jueves,-12.047593,-77.037259,Regular,3,0,0,0,0,Medio
INC-0368,Rímac,Acoso en transporte,16,Martes,-12.031711,-77.034253,Regular,3,0,1,0,0,Bajo
INC-0369,Breña,Acoso en transporte,17,Sábado,-12.060322,-77.053671,Regular,5,0,0,1,1,Bajo
INC-0370,Rímac,Hurto,8,Sábado,-12.031755,-77.034657,Buena,5,0,0,1,0,Bajo
INC-0371,Cercado de Lima,Robo a vivienda,23,Martes,-12.039575,-77.046448,Regular,3,1,1,0,1,Medio
INC-0372,Cercado de Lima,Robo al paso,18,Viernes,-12.051514,-77.039948,Buena,2,1,1,1,0,Medio
INC-0373,Breña,Robo al paso,19,Miércoles,-12.065916,-77.050331,Buena,4,0,0,1,1,Bajo
INC-0374,Rímac,Hurto,7,Miércoles,-12.027293,-77.034641,Buena,6,0,1,1,0,Bajo
INC-0375,Breña,Robo a vivienda,23,Viernes,-12.056769,-77.057128,Deficiente,3,0,0,0,1,Medio
INC-0376,La Victoria,Hurto,21,Sábado,-12.068604,-77.020252,Deficiente,5,0,1,0,1,Alto
INC-0377,Lince,Robo al paso,21,Martes,-12.08266,-77.030257,Buena,7,1,1,0,1,Medio
INC-0378,La Victoria,Extorsión,17,Sábado,-12.06836,-77.013613,Buena,6,0,0,1,1,Medio
INC-0379,La Victoria,Acoso en transporte,22,Martes,-12.064659,-77.016879,Deficiente,2,1,1,0,1,Alto
INC-0380,La Victoria,Robo al paso,7,Domingo,-12.071665,-77.033027,Buena,2,0,0,1,0,Bajo
INC-0381,Cercado de Lima,Robo al paso,16,Viernes,-12.051382,-77.036509,Regular,3,1,0,0,1,Medio
INC-0382,Cercado de Lima,Robo de laptop,21,Domingo,-12.059028,-77.030547,Deficiente,3,0,1,0,1,Alto
INC-0383,La Victoria,Robo al paso,19,Miércoles,-12.060468,-77.014214,Deficiente,3,0,1,1,0,Alto
INC-0384,La Victoria,Acoso en transporte,8,Jueves,-12.067422,-77.023477,Deficiente,5,1,1,1,1,Alto
INC-0385,Cercado de Lima,Robo a vivienda,7,Miércoles,-12.041957,-77.038544,Buena,4,0,1,1,0,Bajo
INC-0386,La Victoria,Amenazas,18,Lunes,-12.069023,-77.028355,Buena,9,1,0,1,1,Medio
INC-0387,La Victoria,Robo al paso,9,Domingo,-12.052452,-77.023013,Regular,6,0,0,1,1,Medio
INC-0388,Cercado de Lima,Hurto,20,Martes,-12.051001,-77.042392,Deficiente,8,0,0,1,0,Alto
INC-0389,La Victoria,Hurto,7,Domingo,-12.074825,-77.026002,Deficiente,3,1,0,1,1,Medio
INC-0390,Cercado de Lima,Robo al paso,17,Martes,-12.046703,-77.047777,Buena,6,1,1,1,1,Medio
INC-0391,La Victoria,Robo al paso,20,Martes,-12.069749,-77.022045,Buena,3,1,1,1,0,Alto
INC-0392,Lince,Robo al paso,8,Martes,-12.08442,-77.034447,Regular,5,0,1,1,1,Bajo
INC-0393,Cercado de Lima,Robo de celular,23,Lunes,-12.042499,-77.038032,Regular,3,0,0,0,0,Medio
INC-0394,Cercado de Lima,Robo de celular,22,Jueves,-12.05421,-77.053918,Regular,0,0,1,0,1,Medio
INC-0395,Breña,Extorsión,9,Sábado,-12.07033,-77.048773,Regular,2,1,1,1,1,Medio
INC-0396,La Victoria,Robo a vivienda,19,Martes,-12.068385,-77.021661,Deficiente,6,0,1,1,0,Alto
INC-0397,Cercado de Lima,Robo a vivienda,21,Martes,-12.049442,-77.042616,Deficiente,3,1,0,0,0,Medio
INC-0398,Breña,Robo de laptop,16,Miércoles,-12.056209,-77.055517,Regular,4,0,1,0,0,Bajo
INC-0399,La Victoria,Robo a vivienda,9,Sábado,-12.067581,-77.013684,Buena,3,0,0,1,1,Bajo
INC-0400,Cercado de Lima,Robo al paso,19,Miércoles,-12.038885,-77.047474,Deficiente,4,0,1,1,1,Alto
INC-0401,Cercado de Lima,Robo al paso,18,Jueves,-12.042055,-77.030114,Buena,3,0,0,1,1,Bajo
INC-0402,Cercado de Lima,Acoso en transporte,8,Viernes,-12.044738,-77.034656,Deficiente,6,0,1,1,0,Alto
INC-0403,Lince,Robo de laptop,22,Sábado,-12.094783,-77.037944,Buena,4,1,1,0,1,Medio
INC-0404,Cercado de Lima,Robo de celular,9,Domingo,-12.047481,-77.034571,Buena,5,0,1,1,1,Bajo
INC-0405,Cercado de Lima,Robo de laptop,21,Viernes,-12.046455,-77.052457,Regular,2,0,1,0,1,Alto
INC-0406,Jesús María,Robo al paso,6,Lunes,-12.076975,-77.054209,Deficiente,5,1,1,0,1,Medio
INC-0407,La Victoria,Robo al paso,21,Lunes,-12.066549,-77.020249,Regular,8,0,0,0,0,Alto
INC-0408,Cercado de Lima,Amenazas,14,Lunes,-12.050539,-77.042549,Buena,5,0,0,0,0,Bajo
INC-0409,Cercado de Lima,Robo al paso,18,Martes,-12.046807,-77.043742,Regular,5,1,1,1,0,Medio
INC-0410,Cercado de Lima,Robo de laptop,23,Sábado,-12.0488,-77.048981,Regular,4,0,1,0,1,Alto
INC-0411,La Victoria,Robo de celular,20,Martes,-12.075259,-77.017162,Buena,4,0,0,1,0,Medio
INC-0412,Jesús María,Robo de laptop,9,Viernes,-12.068447,-77.051848,Regular,3,1,0,1,1,Medio
INC-0413,La Victoria,Extorsión,19,Lunes,-12.073475,-77.037027,Deficiente,5,0,1,1,1,Alto
INC-0414,Cercado de Lima,Robo al paso,22,Martes,-12.043889,-77.040643,Regular,3,0,0,0,1,Medio
INC-0415,Lince,Hurto,19,Jueves,-12.097342,-77.037009,Regular,3,0,0,1,0,Bajo
INC-0416,La Victoria,Robo de celular,20,Jueves,-12.060657,-77.022097,Deficiente,2,1,0,1,1,Alto
INC-0417,Lince,Robo al paso,15,Lunes,-12.096643,-77.039294,Regular,7,0,1,0,1,Medio
INC-0418,Breña,Robo de celular,9,Jueves,-12.059371,-77.05421,Regular,4,0,1,1,0,Bajo
INC-0419,Rímac,Robo a vivienda,16,Lunes,-12.044091,-77.034421,Buena,6,0,1,0,0,Bajo
INC-0420,La Victoria,Robo de celular,17,Lunes,-12.070876,-77.022569,Buena,5,0,0,1,0,Bajo
INC-0421,La Victoria,Acoso en transporte,21,Jueves,-12.058594,-77.024934,Regular,5,0,1,0,0,Alto
INC-0422,Rímac,Robo de celular,20,Lunes,-12.029936,-77.025868,Deficiente,1,0,1,1,1,Medio
INC-0423,Lince,Robo de celular,18,Martes,-12.090482,-77.036211,Regular,3,0,0,1,1,Bajo
INC-0424,La Victoria,Robo de celular,22,Lunes,-12.074489,-77.018506,Regular,6,1,0,0,1,Medio
INC-0425,Breña,Robo al paso,6,Miércoles,-12.056304,-77.043338,Buena,2,0,1,0,0,Bajo
INC-0426,Cercado de Lima,Robo al paso,8,Martes,-12.047683,-77.036978,Deficiente,6,1,1,1,0,Alto
INC-0427,Cercado de Lima,Robo de laptop,19,Lunes,-12.061721,-77.048419,Deficiente,3,0,1,1,0,Alto
INC-0428,Breña,Hurto,6,Domingo,-12.056492,-77.05312,Buena,7,1,1,0,1,Bajo
INC-0429,Rímac,Robo de laptop,19,Viernes,-12.039358,-77.019064,Regular,3,0,0,1,1,Medio
INC-0430,Lince,Robo de celular,18,Lunes,-12.087404,-77.036473,Deficiente,3,1,1,1,1,Medio
INC-0431,Lince,Hurto,22,Jueves,-12.088624,-77.028696,Buena,6,0,1,0,1,Medio
INC-0432,Lince,Robo al paso,2,Miércoles,-12.081369,-77.039386,Regular,3,1,1,0,0,Medio
INC-0433,Lince,Extorsión,19,Martes,-12.091159,-77.03703,Buena,2,0,1,1,0,Bajo
INC-0434,Rímac,Hurto,19,Sábado,-12.03972,-77.028097,Buena,6,1,0,1,1,Medio
INC-0435,Cercado de Lima,Robo al paso,17,Martes,-12.048619,-77.045488,Regular,4,0,1,1,1,Medio
INC-0436,Cercado de Lima,Acoso en transporte,18,Jueves,-12.053874,-77.039665,Regular,5,0,1,1,1,Medio
INC-0437,Jesús María,Robo al paso,21,Lunes,-12.082036,-77.059338,Deficiente,3,1,0,0,0,Medio
INC-0438,La Victoria,Robo al paso,17,Lunes,-12.070779,-77.006754,Deficiente,4,0,0,1,0,Medio
INC-0439,Cercado de Lima,Robo de laptop,4,Martes,-12.044759,-77.040056,Deficiente,5,0,1,0,0,Alto
INC-0440,Cercado de Lima,Robo al paso,22,Jueves,-12.043339,-77.046696,Deficiente,7,0,1,0,0,Alto
INC-0441,Cercado de Lima,Robo a vivienda,19,Jueves,-12.044841,-77.057412,Regular,2,1,1,1,1,Alto
INC-0442,Cercado de Lima,Robo al paso,22,Martes,-12.035232,-77.048478,Buena,3,0,1,0,0,Medio
INC-0443,Cercado de Lima,Robo al paso,17,Miércoles,-12.037734,-77.038827,Deficiente,4,1,1,1,1,Alto
INC-0444,Cercado de Lima,Robo al paso,6,Viernes,-12.042726,-77.048672,Regular,3,0,1,0,0,Medio
INC-0445,Cercado de Lima,Robo de celular,7,Martes,-12.045095,-77.046721,Regular,1,1,0,1,1,Medio
INC-0446,La Victoria,Robo al paso,20,Lunes,-12.080822,-77.010245,Buena,6,0,0,1,0,Medio
INC-0447,La Victoria,Robo de celular,19,Jueves,-12.06036,-77.012465,Buena,5,1,1,1,1,Medio
INC-0448,Cercado de Lima,Robo de celular,17,Miércoles,-12.051109,-77.032164,Deficiente,4,1,1,1,1,Medio
INC-0449,Cercado de Lima,Robo a vivienda,8,Sábado,-12.034455,-77.038935,Regular,5,0,1,1,0,Medio
INC-0450,Cercado de Lima,Robo al paso,21,Lunes,-12.045782,-77.056684,Regular,6,0,0,0,1,Alto
INC-0451,La Victoria,Robo a vivienda,19,Miércoles,-12.059405,-77.02602,Buena,3,1,0,1,0,Medio
INC-0452,Breña,Extorsión,17,Viernes,-12.045349,-77.053866,Regular,6,1,1,1,0,Medio
INC-0453,Lince,Robo al paso,20,Jueves,-12.09117,-77.033718,Buena,6,0,0,1,1,Medio
INC-0454,Breña,Robo de celular,19,Jueves,-12.055608,-77.045778,Deficiente,3,1,0,1,1,Medio
INC-0455,Cercado de Lima,Robo de laptop,23,Martes,-12.053704,-77.05179,Buena,4,0,0,0,0,Medio
INC-0456,Jesús María,Robo de celular,23,Jueves,-12.071026,-77.054568,Regular,7,1,1,0,1,Medio
INC-0457,Cercado de Lima,Hurto,7,Miércoles,-12.048888,-77.052604,Buena,4,0,0,1,1,Bajo
INC-0458,Rímac,Acoso en transporte,20,Viernes,-12.030573,-77.017381,Regular,3,0,0,1,1,Medio
INC-0459,Breña,Robo a vivienda,19,Sábado,-12.049598,-77.039704,Regular,3,1,1,1,1,Medio
INC-0460,La Victoria,Robo al paso,23,Viernes,-12.073152,-77.025161,Deficiente,2,1,1,0,1,Alto
INC-0461,La Victoria,Hurto,19,Miércoles,-12.058718,-77.009308,Regular,2,0,1,1,1,Medio
INC-0462,Jesús María,Robo al paso,21,Miércoles,-12.073698,-77.047583,Deficiente,0,1,1,0,1,Medio
INC-0463,Cercado de Lima,Robo de celular,23,Lunes,-12.03115,-77.041402,Deficiente,2,1,0,0,0,Medio
INC-0464,Cercado de Lima,Robo de celular,17,Martes,-12.051613,-77.036417,Regular,2,0,0,1,0,Bajo
INC-0465,Cercado de Lima,Robo a vivienda,21,Lunes,-12.053795,-77.033618,Regular,3,1,1,0,0,Medio
INC-0466,Cercado de Lima,Robo de celular,17,Lunes,-12.039861,-77.046227,Deficiente,2,1,0,1,0,Medio
INC-0467,La Victoria,Robo de celular,21,Jueves,-12.068631,-77.020778,Regular,1,1,0,0,1,Medio
INC-0468,Cercado de Lima,Robo al paso,5,Domingo,-12.050704,-77.044868,Buena,3,0,0,0,1,Medio
INC-0469,La Victoria,Robo al paso,18,Miércoles,-12.061171,-77.026488,Deficiente,5,0,1,1,1,Medio
INC-0470,Lince,Robo al paso,15,Jueves,-12.094485,-77.027235,Deficiente,2,0,1,0,0,Medio
INC-0471,Rímac,Robo de laptop,9,Martes,-12.024884,-77.045976,Regular,2,0,0,1,1,Bajo
INC-0472,Breña,Robo de celular,20,Martes,-12.066183,-77.058523,Buena,4,0,1,1,1,Bajo
INC-0473,Breña,Robo al paso,11,Sábado,-12.069769,-77.053159,Regular,4,0,1,0,0,Medio
INC-0474,La Victoria,Robo al paso,18,Jueves,-12.070749,-77.023852,Deficiente,2,1,0,1,1,Medio
INC-0475,Lince,Robo de celular,19,Lunes,-12.095613,-77.037699,Regular,2,1,0,1,0,Medio
INC-0476,Rímac,Acoso en transporte,6,Sábado,-12.025869,-77.021262,Regular,2,1,0,0,1,Bajo
INC-0477,La Victoria,Hurto,20,Lunes,-12.072985,-77.010102,Deficiente,2,1,0,1,0,Alto
INC-0478,La Victoria,Hurto,22,Lunes,-12.071047,-77.020918,Regular,2,0,1,0,0,Medio
INC-0479,Jesús María,Hurto,8,Lunes,-12.068434,-77.048719,Deficiente,4,0,1,1,0,Bajo
INC-0480,La Victoria,Acoso en transporte,21,Viernes,-12.070923,-77.024036,Regular,2,0,1,0,1,Alto
INC-0481,Rímac,Hurto,8,Miércoles,-12.024232,-77.034563,Regular,2,1,0,1,1,Bajo
INC-0482,Rímac,Robo de celular,22,Miércoles,-12.028932,-77.023846,Deficiente,5,0,1,0,1,Medio
INC-0483,Breña,Robo al paso,7,Martes,-12.058095,-77.052712,Deficiente,2,1,1,1,1,Medio
